Fecha,Nubes,B02,B03,B04,B08,B05,B06,B07,B11,B12,B01,B09,Estacion
2018-02-06T11:17:36Z,2.48,1645,1648,1602,1556,1702,1615,1548,2069,2181,1389,1703,55
2018-09-19T11:12:56Z,1.62,1704,1870,1914,1736,1990,1909,1915,2618,2939,1295,1830,55
2017-12-05T11:04:26Z,0,1458,1534,1479,1368,1517,1496,1379,1946,2147,1282,1300,55
2018-01-22T11:13:42Z,6.21,1554,1627,1473,1419,1608,1541,1482,2059,2234,1424,1449,55
2019-02-11T11:19:59Z,8.31,1582,1670,1708,1626,1738,1667,1575,2121,2245,1240,1639,55
2019-01-04T11:10:05Z,0.02,1436,1484,1490,1393,1558,1506,1451,1962,2177,1224,1491,55
2018-06-13T11:09:57Z,0.42,2236,2334,2352,2144,2273,2336,2287,2982,3138,1955,2492,55
2018-06-26T11:18:03Z,0,1690,1976,2020,2098,2108,2250,2304,2760,2857,1622,2348,55
2019-02-21T11:20:00Z,0,1544,1650,1728,1710,1879,1846,1786,2202,2315,1282,1798,55
2019-01-07T11:20:01Z,0,1202,1362,1352,1346,1470,1485,1417,1890,2069,1106,1468,55
2017-07-31T11:12:20Z,0,2234,2217,2130,1913,2233,2093,2031,2844,3003,1674,2181,55
2019-01-09T11:10:02Z,0,1422,1510,1505,1370,1527,1558,1483,2004,2111,1277,1591,55
2018-01-17T11:14:03Z,0.01,1568,1584,1574,1457,1682,1530,1459,1960,2098,1412,1309,55
2017-11-18T11:16:33Z,0,1602,1675,1533,1461,1605,1522,1463,1966,2129,1447,1487,55
2019-01-12T11:19:58Z,0.91,1422,1572,1560,1502,1649,1568,1510,1955,2076,1188,1570,55
2019-03-10T11:26:22Z,0,1644,1786,1762,1587,1757,1786,1718,2291,2514,1425,1817,55
2019-01-14T11:10:03Z,0,1344,1446,1426,1355,1581,1464,1420,1969,2188,1188,1497,55
2018-06-13T10:57:37Z,1.11,0,0,0,0,0,0,0,0,0,0,0,55
2018-06-23T11:05:20Z,0,1950,2138,2146,2142,2232,2273,2343,2854,2975,1822,2438,55
2018-08-02T10:59:38Z,0,1878,1992,2042,2041,2196,2181,2192,2796,2855,1691,2288,55
2017-06-21T11:12:22Z,0.11,1748,1936,2039,1879,2092,2067,2081,2857,3016,1478,2159,55
2017-07-28T11:04:06Z,0,1917,2052,2053,1916,2170,2091,2093,2827,3027,1663,2282,55
2019-03-18T11:34:05Z,0.03,1616,1738,1736,1714,1832,1822,1766,2411,2633,1314,1790,55
2017-11-05T11:02:31Z,6.47,1463,1516,1495,1434,1651,1618,1494,2152,2365,1735,1557,55
2018-12-30T11:10:00Z,0,1468,1612,1580,1545,1535,1529,1494,1971,2152,1303,1643,55
2018-09-16T11:09:46Z,4.21,1794,1828,1758,1694,1880,1869,1775,2518,2730,1522,1818,55
2018-10-04T11:19:20Z,0,1772,1886,1824,1684,1852,1828,1813,2343,2533,1544,1903,55
2019-03-13T11:36:26Z,0.36,1682,1762,1798,1798,1824,1835,1777,2324,2452,1354,1829,55
2017-06-11T11:10:12Z,8.13,2006,2162,2108,1881,2203,2167,2151,2890,3135,1665,2105,55
2019-01-02T11:19:57Z,0.06,1460,1546,1530,1496,1518,1521,1479,1860,1944,1182,1574,55
2018-07-31T11:14:37Z,0,1948,1942,2040,1938,2193,2085,2037,2842,3137,1628,2067,55
2017-10-26T11:07:17Z,0,1622,1714,1608,1478,1555,1477,1517,2097,2320,1631,1561,55
2018-07-23T11:05:18Z,0,1814,1968,1996,2031,1991,2262,2162,2862,3032,1805,2303,55
2019-03-15T11:22:34Z,0,1548,1678,1739,1682,1743,1677,1727,2301,2534,1353,1799,55
2017-10-29T11:11:56Z,0,1534,1635,1630,1438,1700,1572,1501,2081,2223,1486,1549,55
2018-11-30T11:09:58Z,5.25,1252,1350,1338,1344,1533,1504,1437,1995,2135,1184,1651,55
2018-09-01T10:59:39Z,0,1742,1916,1851,1806,1984,2059,2101,2586,2696,1593,2049,55
2018-10-01T11:05:40Z,0,1710,1788,1756,1622,1745,1752,1727,2311,2516,1590,2032,55
2018-07-13T11:05:21Z,1.27,839,837,714,651,715,730,729,794,786,931,701,55
2017-06-01T11:12:25Z,1.04,1965,2148,2131,1949,2294,2169,2167,2901,3104,1684,2204,55
2018-06-21T11:13:49Z,0,2084,2176,2200,2006,2203,2220,2203,2999,3312,1666,2216,55
2018-07-28T11:06:04Z,0,2072,2198,2104,1968,2174,2082,2127,2868,3157,1705,2239,55
2019-02-16T11:20:02Z,0,1548,1716,1704,1692,1766,1747,1749,2252,2406,1293,1779,55
2019-02-08T11:10:03Z,0,1476,1350,1620,1618,1733,1632,1459,2108,2344,1344,1706,55
2017-06-18T11:04:15Z,1.46,2048,2229,2137,1976,2256,2216,2152,2953,3169,1872,2304,55
2017-07-21T11:07:58Z,0,2134,2224,2166,1903,2145,2120,2048,2892,3107,2095,2209,55
2018-10-29T11:17:09Z,5.15,1668,1682,1632,1700,1659,1644,1712,2029,2174,1431,1811,55
2018-08-30T11:14:49Z,0.18,1804,1924,1982,2004,2136,2145,2106,2793,2901,1561,2257,55
2018-09-29T11:10:54Z,0.06,1726,1918,1866,1782,1982,1863,1845,2471,2720,1417,1594,55
2017-09-06T11:01:39Z,1.89,1794,1858,1808,1664,1934,1894,1840,2558,2803,1609,1904,55
2017-10-16T11:03:13Z,0,1606,1654,1670,1466,1731,1661,1661,2217,2415,1365,1598,55
2018-06-16T11:12:45Z,0.17,2086,2178,2154,2000,2219,2227,2245,2870,3067,1698,2261,55
2017-09-16T11:05:23Z,2.59,1845,1929,1827,1637,1875,1939,1817,2513,2648,1613,1894,55
2017-10-19T11:12:35Z,4.4,792,787,753,560,722,727,745,750,850,569,518,55
2017-09-19T11:18:08Z,1.21,1667,1830,1864,1752,1902,1915,1901,2473,2675,1449,1981,55
2019-02-08T11:10:03Z,0,1418,1578,1602,1544,1674,1651,1630,2104,2310,1318,1679,55
2018-07-18T11:03:26Z,1.3,1926,2084,2082,2015,2208,2161,2171,2912,3180,1630,2189,55
2017-08-17T11:05:25Z,0,1922,1967,1988,1786,2040,2050,1955,2704,2870,1634,2066,55
2017-10-06T10:59:37Z,0.01,1724,1971,1759,1582,1790,1730,1630,2312,2524,1478,1768,55
2018-09-24T11:14:16Z,0,1806,1868,1880,1780,1833,1857,1891,2454,2529,1555,1880,55
2017-08-20T11:12:20Z,0,2150,2270,2160,1858,2243,2116,2018,2800,2949,1855,2040,55
2017-10-09T11:15:00Z,0,1790,1928,1823,1724,1816,1761,1672,2276,2445,1515,1676,55
2018-07-11T11:11:39Z,0.01,1864,2016,2056,1998,2183,2091,2103,2928,3221,1444,2114,55
2019-01-27T11:20:03Z,1.42,1324,1412,1434,1438,1591,1574,1528,2033,2232,1234,1592,55
2018-08-20T11:14:59Z,0,1650,1866,1920,1860,2042,2006,1963,2760,3059,1511,2053,55
2018-10-09T11:18:54Z,6.27,1792,1930,1888,1736,1982,1908,1884,2483,2778,1426,1788,55
2019-02-26T11:34:02Z,0,1460,1616,1658,1622,1752,1695,1621,2201,2404,1218,1735,55
2018-07-16T11:10:23Z,1.22,1992,2116,2156,2034,2162,2191,2198,2881,3049,1689,2312,55
2018-08-25T11:16:24Z,0,1758,1914,1896,1920,2035,2085,2083,2602,2778,1524,2145,55
2019-02-03T11:10:07Z,0.3,1628,1730,1692,1572,1704,1695,1700,2230,2444,1371,1741,55
2018-10-24T11:18:39Z,0,1516,1688,1708,1700,1796,1748,1819,2215,2289,1358,1918,55
2018-08-27T11:06:38Z,0,1714,1820,1860,1737,1960,1902,1944,2618,2881,1552,1939,55
2017-05-19T11:05:30Z,0.27,2113,2182,2215,2040,2278,2168,2138,2917,3105,1832,2276,55
2018-07-08T11:02:15Z,0.1,2110,2208,2208,2064,2305,2194,2210,3010,3274,1776,2244,55
2017-05-22T11:09:12Z,0.02,2245,2237,2244,1973,2314,2207,2124,2929,3109,1886,2166,55
2018-08-15T11:18:26Z,0,1794,1950,1972,1870,2014,2050,2052,2724,2894,1523,2104,55
2018-10-06T11:00:30Z,9.38,1728,1896,1780,1549,1911,1751,1733,2397,2650,1447,1698,55
2019-02-06T11:20:03Z,0,1384,1520,1610,1506,1662,1598,1566,2108,2290,1162,1632,55
2017-09-29T11:16:02Z,0.2,1673,1861,1802,1659,1941,1845,1835,2403,2513,1361,1699,55
2017-05-02T11:09:37Z,4.49,2093,2154,2183,1993,2268,2168,2115,2845,3027,1850,2197,55
2017-07-11T11:12:23Z,0,1987,2200,2134,1882,2190,2077,2107,2957,3120,1825,2198,55
2017-04-12T11:17:08Z,0,1995,2017,2069,1804,2133,1976,1878,2625,2815,1739,1986,55
2018-08-12T10:58:40Z,2.02,1802,1946,1915,1912,1990,2097,2062,2752,2828,1685,2167,55
2018-07-06T11:09:18Z,3.4,1464,1602,1572,1438,1626,1617,1596,2026,2062,1232,1332,55
2018-10-16T11:05:23Z,0.02,1742,1764,1780,1578,1871,1726,1719,2331,2614,1451,1747,55
2018-07-03T10:59:38Z,0.06,2010,2160,2250,2106,2278,2280,2224,2951,3112,1822,2307,55
2018-02-21T11:12:02Z,0.79,504,712,784,931,1025,1119,1225,1517,1380,577,1232,56
2017-12-23T11:14:45Z,0,152,231,255,639,615,706,755,1065,940,278,1028,56
2017-12-05T11:04:26Z,0,132,313,241,1069,734,786,1021,1196,968,210,1084,56
2019-02-11T11:19:59Z,8.31,141,300,236,834,928,1030,1010,1254,1016,589,1279,56
2018-01-29T11:03:06Z,0,382,352,420,792,867,828,1098,1351,1224,291,1120,56
2018-02-18T11:05:29Z,4.18,586,619,782,1068,1067,1259,1374,1584,1486,516,1383,56
2017-12-18T11:14:49Z,0.21,103,318,293,893,619,762,829,1196,976,294,1052,56
2018-01-27T11:13:22Z,7.1,238,247,231,557,435,592,625,929,731,573,928,56
2019-02-13T11:10:06Z,0,669,678,833,1168,1058,1465,1382,1552,1342,627,1290,56
2017-11-05T11:02:31Z,6.47,487,636,541,1363,907,1550,1594,1497,1101,786,1329,56
2018-07-26T11:16:15Z,0,675,793,778,1414,1061,1748,1944,1974,1583,859,2039,56
2018-01-19T11:08:40Z,0,264,199,372,700,594,757,793,1151,1111,248,1138,56
2018-02-08T11:02:11Z,0.23,488,538,568,951,805,1152,1127,1410,1241,582,1155,56
2018-01-22T11:13:42Z,6.21,316,285,280,662,634,758,763,1133,991,510,1010,56
2018-02-06T11:17:36Z,2.48,225,221,328,658,610,786,805,1131,913,345,1195,56
2017-04-09T11:05:29Z,0,524,807,779,1610,1389,1664,1780,2165,1767,1099,1906,56
2017-10-29T11:11:56Z,0,205,314,327,1274,677,1327,1288,1228,909,563,1241,56
2019-02-21T11:20:00Z,0,276,366,494,868,997,1082,1177,1401,1170,669,1402,56
2019-01-04T11:10:05Z,0.02,418,534,436,925,701,975,972,1190,1033,530,1153,56
2018-07-13T11:05:21Z,1.27,796,920,991,1886,1447,2180,2463,2318,1896,941,2236,56
2018-08-10T11:17:43Z,2.95,699,802,736,1742,1237,1783,1888,1712,1485,774,1798,56
2017-11-18T11:16:33Z,0,187,319,283,993,641,951,977,1123,862,474,1194,56
2018-08-07T10:59:12Z,1.38,860,1060,1116,2316,1501,2156,2359,2062,1714,963,2340,56
2018-08-25T11:16:24Z,0,618,780,733,1744,1015,1801,1884,1799,1343,728,1833,56
2019-02-08T11:10:03Z,0,542,623,654,937,910,1223,1164,1458,1157,660,1332,56
2019-01-02T11:19:57Z,0.06,304,501,465,860,773,828,1009,1203,994,478,1168,56
2017-10-26T11:07:17Z,0,355,438,388,1575,882,1529,1442,1399,971,562,1443,56
2018-10-29T11:17:09Z,5.15,393,390,389,1116,1050,1330,1364,1374,1149,542,1473,56
2017-05-22T11:09:12Z,0.02,722,942,1075,1542,1387,1866,2017,2183,1824,835,2188,56
2018-06-13T11:09:57Z,0.42,843,1088,1106,2653,1479,2606,3069,2496,1973,1110,2673,56
2018-06-26T11:18:03Z,0,772,896,1110,2008,1367,2080,2365,2134,1739,937,2182,56
2019-01-27T11:20:03Z,1.42,439,509,481,915,938,1123,1205,1356,1305,514,1137,56
2017-07-01T11:17:46Z,0.97,701,847,868,1660,1273,1893,2097,2189,1813,817,2120,56
2018-12-30T11:10:00Z,0,498,517,592,987,802,878,1142,1309,1134,575,1348,56
2019-01-09T11:10:02Z,0,376,541,553,999,798,927,1073,1274,1128,534,1259,56
2018-01-17T11:14:03Z,0.01,206,188,190,662,549,686,685,1070,863,570,988,56
2019-03-13T11:36:26Z,0.36,298,411,383,1158,909,1316,1350,1436,1287,641,1517,56
2018-09-19T11:12:56Z,1.62,404,537,507,1232,938,1412,1475,1474,1242,583,1654,56
2019-03-10T11:26:22Z,0,544,644,674,1284,1180,1551,1515,1584,1289,811,1544,56
2019-01-14T11:10:03Z,0,476,540,574,820,789,976,1151,1323,1150,548,1094,56
2018-06-13T10:57:37Z,1.11,880,1104,1164,2570,1514,2586,3026,2524,2006,1104,2660,56
2018-07-23T11:05:18Z,0,670,913,856,2362,1378,2464,2547,2283,1666,911,2207,56
2018-08-02T10:59:38Z,0,697,902,918,2287,1278,2180,2489,2222,1639,923,2133,56
2018-07-11T11:11:39Z,0.01,627,810,822,1750,1240,1777,1960,1913,1567,826,1978,56
2018-11-30T11:09:58Z,5.25,458,604,606,1041,956,1057,1212,1205,1040,591,1209,56
2019-01-07T11:20:01Z,0,374,475,503,803,822,910,909,1237,1123,431,1006,56
2017-07-31T11:12:20Z,0,802,851,938,1968,1300,2016,2035,2113,1694,814,2099,56
2019-02-26T11:34:02Z,0,483,500,497,937,990,1196,1231,1415,1234,609,1250,56
2017-10-19T11:12:35Z,4.4,737,669,642,1304,739,1053,1101,1144,888,513,1102,56
2018-10-04T11:19:20Z,0,558,657,745,1302,901,1482,1486,1504,1190,749,1683,56
2019-01-12T11:19:58Z,0.91,152,243,189,823,570,745,764,1030,855,498,1144,56
2018-10-24T11:18:39Z,0,441,645,789,1524,1034,1380,1521,1478,1083,554,1472,56
2017-05-19T11:05:30Z,0.27,1026,1111,1227,2024,1651,2195,2445,2343,2060,993,2345,56
2018-07-31T11:14:37Z,0,608,728,750,1656,1066,1712,1905,1725,1503,749,1897,56
2018-06-23T11:05:20Z,0,712,965,1094,2440,1425,2435,2790,2398,1883,995,2364,56
2018-08-15T11:18:26Z,0,585,756,667,1736,1164,1849,2028,1799,1448,693,1874,56
2017-06-21T11:12:22Z,0.11,801,1033,1055,1619,1495,1880,2059,2184,1875,841,2206,56
2017-07-28T11:04:06Z,0,1016,1032,1255,2228,1471,2127,2409,2491,2021,937,2334,56
2019-03-18T11:34:05Z,0.03,404,550,578,1410,1120,1402,1487,1520,1260,617,1463,56
2017-10-16T11:03:13Z,0,312,466,528,1489,868,1380,1433,1451,1043,507,1507,56
2018-10-01T11:05:40Z,0,549,624,780,1845,1101,1743,1868,1693,1316,713,1783,56
2018-09-16T11:09:46Z,4.21,459,728,719,1666,1124,1765,1932,1724,1412,745,1681,56
2018-10-16T11:05:23Z,0.02,421,540,469,1411,997,1413,1587,1475,1144,610,1609,56
2017-05-02T11:09:37Z,4.49,669,1008,976,1608,1345,1835,1907,2087,1702,857,2018,56
2017-06-11T11:10:12Z,8.13,858,957,965,1597,1382,1889,2023,2193,1817,864,2108,56
2018-07-18T11:03:26Z,1.3,684,969,891,2280,1330,2264,2488,2122,1638,887,2072,56
2019-02-08T11:10:03Z,0,389,349,819,1447,1164,1185,975,1515,1206,640,1320,56
2018-07-08T11:02:15Z,0.1,810,945,864,2004,1256,2189,2317,2044,1728,975,2238,56
2017-07-21T11:07:58Z,0,881,946,1082,2093,1371,2111,2239,2148,1797,894,2237,56
2019-03-15T11:22:34Z,0,741,851,836,1703,1105,1675,1816,1738,1458,714,1564,56
2017-10-09T11:15:00Z,0,251,273,322,1003,691,1157,1396,1329,1079,541,1530,56
2018-08-20T11:14:59Z,0,558,743,832,1762,1183,1814,2024,1680,1389,743,1846,56
2018-09-01T10:59:39Z,0,638,816,884,1936,1395,1978,2148,1947,1543,854,2068,56
2018-10-09T11:18:54Z,6.27,352,582,403,1168,930,1282,1362,1366,1142,650,1557,56
2017-04-12T11:17:08Z,0,604,669,637,1115,1142,1408,1401,1880,1582,901,1718,56
2017-06-01T11:12:25Z,1.04,840,1028,1055,1602,1437,1940,2070,2165,1899,878,2169,56
2018-07-16T11:10:23Z,1.22,648,708,838,1912,1126,1808,2065,1993,1585,791,2114,56
2018-07-28T11:06:04Z,0,676,683,694,2243,1202,2190,2540,2079,1599,913,2192,56
2019-02-16T11:20:02Z,0,477,541,433,1108,895,1105,1206,1345,1239,577,1387,56
2018-08-12T10:58:40Z,2.02,630,814,890,2490,1224,2232,2474,2172,1483,896,2126,56
2017-06-18T11:04:15Z,1.46,668,996,1064,2213,1534,2259,2547,2477,2018,944,2416,56
2017-10-06T10:59:37Z,0.01,125,388,285,1341,556,1198,1568,1505,1111,520,1636,56
2018-09-24T11:14:16Z,0,539,680,692,1334,1015,1534,1624,1645,1231,750,1695,56
2018-08-30T11:14:49Z,0.18,607,747,674,1572,1047,1738,1801,1668,1327,729,1781,56
2018-09-29T11:10:54Z,0.06,369,542,433,1154,960,1316,1475,1458,1225,644,1576,56
2017-09-06T11:01:39Z,1.89,533,763,810,1687,1181,1903,1973,1989,1416,819,1922,56
2017-09-19T11:18:08Z,1.21,444,517,533,1391,890,1540,1656,1596,1220,632,1721,56
2018-06-16T11:12:45Z,0.17,753,836,938,1798,1188,2128,2289,2054,1651,818,2208,56
2017-09-16T11:05:23Z,2.59,441,593,572,1490,1042,1658,1849,1761,1443,668,1909,56
2018-06-21T11:13:49Z,0,684,912,866,1830,1241,1876,2127,1967,1607,823,2150,56
2018-08-27T11:06:38Z,0,635,853,755,2165,1154,1891,2255,1898,1428,783,1905,56
2018-07-06T11:09:18Z,3.4,647,753,783,1892,1130,1851,2145,2003,1547,812,2023,56
2019-02-03T11:10:07Z,0.3,574,520,613,990,961,1182,1379,1470,1245,593,1326,56
2017-08-17T11:05:25Z,0,614,751,790,1799,1283,2043,2191,2034,1748,834,2042,56
2018-07-03T10:59:38Z,0.06,529,774,808,2423,1291,2312,2656,2221,1752,926,2273,56
2017-07-11T11:12:23Z,0,899,1205,1307,1736,1347,1889,2004,2250,1875,825,2152,56
2017-08-20T11:12:20Z,0,484,482,516,1198,982,1525,1541,1793,1490,762,1855,56
2018-10-06T11:00:30Z,9.38,476,549,498,1289,990,1387,1594,1502,1254,693,1644,56
2019-02-06T11:20:03Z,0,450,477,542,835,830,1005,1094,1345,1167,479,1140,56
2017-09-29T11:16:02Z,0.2,328,519,481,1201,813,1436,1563,1480,1155,567,1518,56
2019-03-18T11:34:05Z,0.03,1102,1360,1134,1516,1313,1394,1486,1485,1577,764,1435,57
2017-10-26T11:07:17Z,0,608,630,660,890,1261,1133,1341,1409,1373,778,1133,57
2017-10-29T11:11:56Z,0,1101,1321,962,1278,1366,1171,1372,1419,1302,717,1122,57
2017-12-18T11:14:49Z,0.21,737,1071,1085,1401,1175,1235,1256,1316,1239,327,952,57
2017-11-05T11:02:31Z,6.47,1641,1717,1291,1926,1506,1331,1537,1461,1377,912,1202,57
2017-12-23T11:14:45Z,0,854,895,992,1200,1378,1200,1319,1362,1335,416,973,57
2019-02-08T11:10:03Z,0,868,1013,863,1296,1129,1179,1360,1386,1250,699,1290,57
2019-02-08T11:10:03Z,0,653,1200,1030,1441,1104,1207,1314,1327,1179,701,1329,57
2018-01-19T11:08:40Z,0,534,726,599,896,1007,1261,952,1213,1257,366,1000,57
2019-02-11T11:19:59Z,8.31,860,1164,1146,1460,1226,1291,1254,1431,1355,689,1310,57
2019-03-15T11:22:34Z,0,1178,1238,1149,1592,1375,1359,1302,1681,1613,768,1447,57
2019-01-04T11:10:05Z,0.02,1028,1178,952,1451,1115,1201,1196,1357,1346,571,1161,57
2017-04-09T11:05:29Z,0,954,1236,1124,1384,1429,1363,1555,1776,1623,1221,1419,57
2017-09-06T11:01:39Z,1.89,961,1131,1113,1355,1567,1693,1581,1823,1623,969,1679,57
2017-10-16T11:03:13Z,0,721,949,857,1211,1263,1446,1442,1511,1506,673,1282,57
2018-07-13T11:05:21Z,1.27,1204,1332,1436,1649,1914,1972,2038,2300,2110,1231,1767,57
2018-07-26T11:16:15Z,0,932,1092,1166,1420,1783,1635,1634,2004,1833,1007,1764,57
2018-08-10T11:17:43Z,2.95,1390,1560,1444,1786,1648,1623,1731,1915,1888,950,1573,57
2017-09-19T11:18:08Z,1.21,781,925,1091,1177,1470,1454,1429,1545,1520,798,1475,57
2018-01-17T11:14:03Z,0.01,964,1161,1075,1296,1163,1122,1041,1140,1073,653,874,57
2017-12-05T11:04:26Z,0,837,911,1038,1138,1187,1347,1354,1265,1278,326,929,57
2017-08-17T11:05:25Z,0,922,1266,1199,1392,1686,1863,1720,1911,1857,1000,1585,57
2017-10-06T10:59:37Z,0.01,1016,1022,1211,1234,1469,1551,1519,1504,1479,665,1386,57
2018-10-29T11:17:09Z,5.15,1228,1478,1324,1812,1242,1369,1335,1423,1384,647,1329,57
2017-08-20T11:12:20Z,0,1168,1266,1254,1416,1767,1676,1706,1836,1819,1029,1773,57
2017-10-09T11:15:00Z,0,1142,1064,1221,1457,1325,1368,1370,1533,1461,738,1206,57
2018-07-11T11:11:39Z,0.01,1156,1376,1364,1816,1674,1636,1668,1958,1883,960,1675,57
2019-02-21T11:20:00Z,0,978,1222,1350,1542,1372,1293,1430,1551,1475,836,1440,57
2018-08-07T10:59:12Z,1.38,1296,1518,1498,1880,1907,1977,1953,2174,2055,1015,1970,57
2017-09-16T11:05:23Z,2.59,816,1102,1235,1448,1631,1513,1526,1795,1720,883,1563,57
2017-10-19T11:12:35Z,4.4,753,965,875,963,1228,1197,990,1158,1090,422,1055,57
2017-11-18T11:16:33Z,0,890,1282,1157,1514,1310,1354,1330,1328,1321,613,1125,57
2019-02-06T11:20:03Z,0,919,1100,1036,1404,1105,1167,1277,1355,1310,639,1241,57
2017-09-29T11:16:02Z,0.2,829,1031,1099,1279,1385,1443,1454,1565,1474,719,1329,57
2018-10-24T11:18:39Z,0,760,938,901,1158,1193,1183,1246,1319,1268,619,1422,57
2019-01-02T11:19:57Z,0.06,567,727,887,929,1129,1154,1138,1240,1201,575,1224,57
2019-01-14T11:10:03Z,0,1007,1214,1043,1378,1286,1160,1244,1416,1380,544,1048,57
2018-07-08T11:02:15Z,0.1,1264,1546,1433,1722,1903,1758,2033,2244,2175,1102,1746,57
2018-02-08T11:02:11Z,0.23,848,1066,958,1273,1113,1174,1355,1273,1219,682,945,57
2018-06-13T11:09:57Z,0.42,1200,1290,1340,1716,2005,1922,1942,2225,2142,1230,1846,57
2018-06-26T11:18:03Z,0,930,1126,1228,1470,1741,1865,1861,2046,1836,1115,1945,57
2019-01-27T11:20:03Z,1.42,1392,1460,1324,1798,1160,1244,1335,1279,1287,666,1224,57
2018-10-09T11:18:54Z,6.27,1170,1506,1616,1792,1497,1375,1489,1537,1524,772,1435,57
2018-12-30T11:10:00Z,0,442,508,558,743,984,921,1054,1231,1096,618,1329,57
2019-01-09T11:10:02Z,0,518,753,538,827,1023,1026,1099,1294,1137,565,1125,57
2018-10-16T11:05:23Z,0.02,1068,1178,1205,1473,1449,1309,1431,1574,1483,672,1342,57
2018-08-25T11:16:24Z,0,823,1044,1116,1184,1517,1562,1605,1787,1723,934,1817,57
2018-09-19T11:12:56Z,1.62,1054,1326,1352,1600,1440,1429,1502,1546,1543,694,1507,57
2019-03-10T11:26:22Z,0,935,1116,1070,1306,1226,1380,1286,1519,1451,835,1447,57
2018-02-06T11:17:36Z,2.48,1395,1353,1407,1242,1219,1192,1104,839,796,506,1002,57
2018-06-13T10:57:37Z,1.11,0,0,0,0,0,0,0,0,0,0,0,57
2018-07-23T11:05:18Z,0,1190,1284,1370,1672,1815,1693,1814,2141,2028,1047,1635,57
2018-08-02T10:59:38Z,0,1086,1190,1291,1679,1723,1856,1907,2080,1956,1013,1820,57
2018-10-06T11:00:30Z,9.38,1252,1483,1526,1703,1515,1561,1441,1703,1600,794,1416,57
2018-11-30T11:09:58Z,5.25,875,1034,808,1105,990,868,1015,909,841,579,885,57
2017-07-01T11:17:46Z,0.97,1065,1256,1380,1493,1770,1855,1881,1930,1803,1051,1689,57
2017-07-31T11:12:20Z,0,972,1006,1281,1338,1656,1599,1615,1876,1742,1018,1772,57
2019-02-26T11:34:02Z,0,1102,1128,1124,1560,1265,1318,1381,1454,1444,747,1355,57
2018-09-16T11:09:46Z,4.21,1300,1416,1188,1576,1550,1561,1598,1837,1711,890,1486,57
2019-03-13T11:36:26Z,0.36,861,1108,1182,1556,1249,1310,1426,1567,1452,814,1515,57
2019-01-12T11:19:58Z,0.91,963,1032,1268,1494,992,1079,1154,1397,1310,581,1162,57
2018-07-06T11:09:18Z,3.4,991,1174,1248,1296,1697,1656,1773,1955,1849,1006,1716,57
2018-07-18T11:03:26Z,1.3,1256,1592,1429,1715,1863,1895,1901,2116,2076,1036,1707,57
2018-07-31T11:14:37Z,0,1298,1352,1416,1802,1588,1643,1696,1876,1811,835,1472,57
2018-06-23T11:05:20Z,0,1044,1194,1331,1718,1826,1972,2001,2250,2123,1153,2020,57
2017-05-22T11:09:12Z,0.02,1226,1471,1631,1705,1713,1776,1602,1876,1750,970,1647,57
2017-06-21T11:12:22Z,0.11,1006,1238,1366,1519,1758,1873,1914,1951,1862,952,1949,57
2017-07-28T11:04:06Z,0,895,1029,1345,1561,1791,1901,1800,2011,1969,1024,1859,57
2019-01-07T11:20:01Z,0,1230,1456,1330,1786,1112,1164,1138,1228,1295,508,1073,57
2018-09-01T10:59:39Z,0,855,1060,1084,1324,1579,1645,1716,1887,1728,1009,1766,57
2018-10-01T11:05:40Z,0,728,855,869,1192,1421,1352,1567,1620,1530,856,1632,57
2018-01-27T11:13:22Z,7.1,966,916,934,1086,1164,1092,1264,1199,1143,709,1001,57
2018-10-04T11:19:20Z,0,815,1122,1016,1282,1494,1389,1428,1584,1506,897,1554,57
2018-01-29T11:03:06Z,0,798,836,619,1018,938,1276,1132,1250,1306,409,1035,57
2018-02-21T11:12:02Z,0.79,1308,1500,1042,1602,1215,1305,1440,1457,1420,702,1314,57
2019-02-16T11:20:02Z,0,1060,1108,1204,1446,1328,1276,1390,1483,1434,691,1387,57
2017-05-19T11:05:30Z,0.27,1291,1350,1558,1785,1903,1728,1911,2084,2002,1115,1813,57
2017-06-18T11:04:15Z,1.46,1153,1132,1405,1592,1821,1960,1969,2150,2085,1098,2061,57
2017-07-21T11:07:58Z,0,1008,917,958,1230,1507,1447,1415,1852,1792,1061,1818,57
2018-08-15T11:18:26Z,0,908,1017,1072,1226,1649,1684,1508,1883,1784,886,1675,57
2018-08-30T11:14:49Z,0.18,1294,1372,1286,1658,1538,1529,1631,1849,1836,884,1678,57
2018-08-20T11:14:59Z,0,1162,1544,1430,1726,1627,1571,1729,1854,1833,888,1633,57
2018-01-22T11:13:42Z,6.21,996,1000,1021,1274,1113,1143,1211,1289,1201,655,979,57
2018-02-18T11:05:29Z,4.18,1063,1031,1020,1325,1484,1402,1563,1550,1561,806,1474,57
2018-06-16T11:12:45Z,0.17,940,1200,1208,1346,1734,1683,1695,1984,1854,1075,2148,57
2018-07-03T10:59:38Z,0.06,1004,1196,1298,1650,1738,1846,1783,2167,2093,1048,1833,57
2018-07-16T11:10:23Z,1.22,860,1080,1140,1340,1798,1622,1748,1986,1931,1067,1701,57
2018-07-28T11:06:04Z,0,1086,1376,1223,1513,1708,1685,1759,2091,1970,1013,1420,57
2017-06-11T11:10:12Z,8.13,1185,1349,1454,1601,1714,1775,1890,2019,1840,1066,1583,57
2019-02-03T11:10:07Z,0.3,908,1072,979,1279,1180,1041,1229,1417,1305,678,1280,57
